temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,event_datetime,event_latitude,event_longitude,time,state,county,caused_power_outage,event_type
12.3,-0.6,41,0,0,0,0,12.7,20.2,7,4,31.3,929.4,99,0,98,0,13,7.8,0,3.7,0.21,0.21,0.174,0.241,10/03/21 0:00,43.668546,-101.6595883,10/03/21 0:00,new hampshire,eastern hillsborough,0,heavy_snow
3.1,-12,32,0,0,0,0.01,7.2,14.2,3,21,15.8,950,75,0,12,73,-0.6,0.5,2.8,6.3,0.391,0.402,0.391,0.377,17/02/21 22:00,36.8411336,-83.22678,17/02/21 22:00,washington,okanogan highlands,0,heavy_snow
13.4,-3.3,31,0,0,0,0,8.2,12.1,345,343,52.2,889.8,99,0,96,98,11.7,5.3,0.3,4.8,0.292,0.269,0.29,0.321,09/03/21 23:00,43.2264954,-103.5791473,09/03/21 23:00,new mexico,sandia/manzano mountains,0,heavy_snow
8.6,-1.4,50,0,0,0,0,20.8,34.7,14,15,33.5,900.2,100,0,63,100,10.1,7.8,0.3,3.5,0.194,0.205,0.227,0.247,10/03/21 2:00,43.1854085,-101.655263,10/03/21 2:00,new mexico,estancia valley,0,heavy_snow
1.7,-2.5,73,0,0,0,0,9.9,26,123,134,38.5,778.9,80,78,0,0,1.3,3.3,3.3,6,0.185,0.239,0.129,0.175,13/03/21 12:00,36.3080543,-105.7306973,13/03/21 12:00,maine,coastal york,0,heavy_snow
3.1,-2.5,67,0.1,0.1,0,0.03,9.2,15.4,219,217,29.2,853.1,25,15,23,0,4.6,5.9,8.3,10.4,0.132,0.151,0.097,0.164,12/03/21 18:00,34.2355544,-111.3652727,12/03/21 18:00,west virginia,webster,1,heavy_snow
1.2,-14.6,30,0,0,0,0.05,10.2,15.3,39,43,25.2,986.3,96,0,94,52,-1.5,-0.1,3.3,9.2,0.482,0.487,0.454,0.418,17/02/21 21:00,37.4082295,-83.681994,17/02/21 21:00,wisconsin,crawford,0,heavy_snow
2.4,-14.7,27,0,0,0,0.03,8.9,14.8,40,43,26.6,968.8,71,0,37,63,-1.4,0,2.8,7.4,0.391,0.402,0.394,0.35,17/02/21 22:00,37.082981,-83.3750732,17/02/21 22:00,new jersey,eastern bergen,0,heavy_snow
4.9,-14.5,23,0,0,0,0.02,10.6,15.5,10,13,27,980.8,77,0,65,66,-1.5,0.3,3.9,9.3,0.483,0.491,0.479,0.443,17/02/21 21:00,36.8934427,-83.8545725,17/02/21 21:00,new hampshire,northern grafton,0,heavy_snow
6.8,-12,25,0,0,0,0.01,2.8,4.3,40,48,10.8,971.2,83,0,75,60,-0.8,0.6,3.3,7.2,0.39,0.401,0.388,0.38,17/02/21 21:00,36.7370344,-83.6491695,17/02/21 21:00,wisconsin,chippewa,0,heavy_snow
2.9,-12.8,31,0,0,0,0.04,7.9,14,30,35,24.5,978,66,0,29,59,-0.6,0.5,3.2,7.7,0.388,0.398,0.389,0.352,17/02/21 22:00,37.1208843,-82.8451698,17/02/21 22:00,north dakota,foster,0,heavy_snow
-0.2,-15,32,0,0,0,0.11,10.6,15.8,55,55,26.6,980.7,93,0,91,41,-1.4,-0.6,2.4,8.2,0.484,0.492,0.482,0.429,17/02/21 21:00,37.9198759,-83.2097119,17/02/21 21:00,idaho,northern panhandle,0,heavy_snow
0.8,-14.5,31,0,0,0,0.03,3.8,5.4,49,53,23.8,990.5,100,0,100,91,-2.1,-0.2,3.3,9,0.485,0.495,0.499,0.453,17/02/21 19:00,37.1124781,-84.593893,17/02/21 19:00,wisconsin,jackson,0,heavy_snow
0.8,-14.5,31,0,0,0,0.03,3.8,5.4,49,53,23.8,990.5,100,0,100,91,-2.1,-0.2,3.3,9,0.485,0.495,0.499,0.453,17/02/21 19:00,37.1124781,-84.593893,17/02/21 19:00,wisconsin,jackson,0,heavy_snow
1.9,-14.8,28,0,0,0,0.06,7.6,10.6,25,28,24.1,984.8,100,0,100,100,-1.7,-0.3,2.4,7.4,0.392,0.4,0.382,0.327,17/02/21 20:00,37.5248869,-83.2943551,17/02/21 20:00,wyoming,central laramie county,0,heavy_snow
3,-14.5,26,0,0,0,0.02,9.8,13.9,36,37,26.3,974,50,0,46,16,-2,-0.2,3.6,9.2,0.483,0.493,0.485,0.443,17/02/21 21:00,36.735774,-84.4960095,17/02/21 21:00,michigan,sanilac,0,heavy_snow
2.9,-3.3,64,0,0,0,0.04,4,11,90,142,12.6,970.3,100,0,100,100,3.3,4,4.3,8.7,0.379,0.383,0.386,0.348,07/02/21 4:20,37.1208843,-82.8451698,07/02/21 4:00,north dakota,foster,0,heavy_snow
0.9,-4.1,69,0.1,0,0.07,0.04,16.3,30,149,147,41,943.2,100,0,100,91,1.8,1.7,3,7.2,0.381,0.388,0.389,0.376,07/02/21 4:20,36.8411336,-83.22678,07/02/21 4:00,washington,okanogan highlands,0,heavy_snow
-0.3,-13.5,36,0,0,0,0.12,8.8,12.8,71,68,23.4,990.1,95,0,93,58,-0.8,-0.6,1.9,6.7,0.393,0.404,0.393,0.346,17/02/21 20:00,38.1245248,-83.7249243,17/02/21 20:00,utah,la sal & abajo mountains,0,heavy_snow
2.8,0.2,83,0,0,0,0.01,18.5,27.5,33,34,38.9,962.3,100,100,100,100,3,2.4,-1.3,0.6,0.251,0.258,0.227,0.234,10/03/21 16:00,46.2469833,-93.8023836,10/03/21 16:00,nebraska,cheyenne,0,heavy_snow
1.9,0,87,0,0,0,0.01,16.3,25.3,31,33,31.3,964.8,100,100,78,100,2,1.6,-1.4,0.6,0.253,0.261,0.227,0.224,10/03/21 14:00,46.4665237,-94.1017044,10/03/21 14:00,minnesota,northern st. louis,0,heavy_snow
0.9,-4.1,69,0.1,0,0.07,0.04,16.3,30,149,147,41,943.2,100,0,100,91,1.8,1.7,3,7.2,0.381,0.388,0.389,0.376,07/02/21 4:20,36.8411336,-83.22678,07/02/21 4:00,washington,okanogan highlands,0,heavy_snow
4.6,-2,63,0,0,0,0.01,21.1,30.2,37,38,47.2,955.3,99,1,90,98,3.1,0.1,-0.9,0.7,0.387,0.393,0.349,0.343,10/03/21 20:00,47.3282001,-93.253822,10/03/21 20:00,maine,coastal cumberland,0,heavy_snow
-0.7,-14.8,34,0,0,0,0.13,7.9,11.6,60,64,32,989.1,89,0,84,58,-2.3,-0.9,1.8,6.7,0.395,0.404,0.395,0.346,17/02/21 19:00,38.0372304,-83.9152368,17/02/21 19:00,rhode island,southeast providence,0,heavy_snow
2.5,1.9,96,0.4,0.3,0.07,0.04,7.9,12.7,231,223,33.5,844.4,100,100,64,29,3.8,4.8,8.2,12.8,0.343,0.143,0.148,0.164,24/01/21 22:00,34.2355544,-111.3652727,24/01/21 22:00,west virginia,webster,0,heavy_snow
1,0.3,95,0,0,0,0,6.3,10.7,283,318,10.4,1009,82,4,13,80,2.4,4.3,6.4,13.4,0.216,0.207,0.063,0.069,11/01/21 7:00,46.2210904,-119.1765543,11/01/21 7:00,new hampshire,cheshire,0,heavy_snow
-7.8,-10.6,80,0,0,0,0.09,20.4,39.1,69,75,33.8,976,100,84,95,100,-3.3,-1,1.1,5.7,0.339,0.337,0.316,0.322,25/01/21 14:00,42.3840463,-93.2293918,25/01/21 14:00,minnesota,east polk,0,heavy_snow
4.4,-0.9,68,0,0,0,0,25.6,34,122,123,42.5,892.8,100,100,22,77,5.8,5.7,11.9,20.3,0.136,0.129,0.08,0.111,09/01/21 22:00,32.6883699,-103.1352273,09/01/21 22:00,minnesota,north clearwater,0,heavy_snow
5,-10.5,32,0,0,0,0.01,4.2,5.2,200,205,18.7,777.2,40,0,0,40,6.7,4.5,5,5.7,0.092,0.21,0.125,0.175,23/03/21 17:00,36.3080543,-105.7306973,23/03/21 17:00,maine,coastal york,0,heavy_snow
-7.8,-10.6,80,0,0,0,0.09,20.4,39.1,69,75,33.8,976,100,84,95,100,-3.3,-1,1.1,5.7,0.339,0.337,0.316,0.322,25/01/21 14:00,42.3840463,-93.2293918,25/01/21 14:00,minnesota,east polk,0,heavy_snow
15.2,-10.6,16,0,0,0,0,7.6,12.8,177,169,37.1,856.7,99,0,57,99,23.4,11.2,12.7,15.2,0.02,0.093,0.179,0.182,15/03/21 0:00,36.1145588,-117.1475003,15/03/21 0:00,colorado,larimer & boulder counties between 6000 & 9000 feet,0,heavy_snow
-8.3,-11.1,80,0,0,0,0.09,19.4,37,72,77,32,979.5,100,80,97,100,-1.8,-0.2,1.7,6,0.332,0.332,0.313,0.325,25/01/21 14:00,42.4132701,-92.7808666,25/01/21 14:00,idaho,northern panhandle,0,heavy_snow
-9.1,-12.1,79,0,0,0,0.1,18.9,33.4,72,76,31.7,987.7,100,63,36,100,-3.9,-0.7,1.4,6,0.321,0.317,0.289,0.329,25/01/21 14:00,42.4607526,-92.3030235,25/01/21 14:00,california,s sierra mtns,0,heavy_snow
7.1,-2,52,0,0,0,0,18.3,24.5,10,20,27,832.6,87,0,73,77,10.7,10.8,11.6,12,0.124,0.093,0.206,0.205,24/03/21 2:00,34.8980615,-104.8282135,24/03/21 2:00,west virginia,raleigh,0,heavy_snow
-4.5,-6.2,88,0,0,0,0.06,18.6,38,68,73,38.2,981.9,100,85,80,100,-2,-0.5,1.6,6.6,0.349,0.349,0.317,0.319,25/01/21 13:00,41.6791308,-93.0647786,25/01/21 13:00,idaho,central panhandle mountains,0,heavy_snow
-3.5,-5.1,88,0.2,0,0.14,0.04,21.4,36.3,70,74,36.4,981.5,100,94,87,100,-1.7,-0.4,1.8,6.7,0.358,0.361,0.335,0.319,25/01/21 14:00,41.3144108,-93.1010141,25/01/21 14:00,new mexico,chuska mountains,0,heavy_snow
-3.6,-5.4,87,0.2,0,0.14,0.04,21.7,37.1,69,72,37.1,984.4,100,95,87,100,-1.5,-0.3,1.9,6.9,0.355,0.355,0.318,0.316,25/01/21 14:00,41.314939,-92.6489935,25/01/21 14:00,montana,gallatin,1,heavy_snow
-5.2,-6.8,89,0.1,0,0.07,0.07,21.5,39.7,67,72,41.8,980.3,100,86,74,100,-1.9,-0.6,1.4,6.3,0.346,0.346,0.322,0.32,25/01/21 14:00,41.6816512,-92.5435034,25/01/21 14:00,new york,southwestern st. lawrence,0,heavy_snow
0,-13.5,35,0,0,0,0.06,11.7,24,108,114,43.2,850.8,45,31,25,20,1.1,3.2,7.3,12.9,0.016,0.112,0.184,0.227,27/01/21 5:00,36.6156297,-118.1095779,27/01/21 5:00,new mexico,estancia valley,0,heavy_snow
0.5,-4,72,0,0,0,0,6.9,14.2,332,353,15.1,1001,100,0,100,100,2.5,4.5,9.4,15,0.48,0.487,0.492,0.442,11/01/21 4:00,34.1128132,-87.8544031,11/01/21 4:00,washington,olympics,0,heavy_snow
0.3,-0.6,93,0.6,0.3,0.21,0,23.8,35.4,342,345,58,951.6,100,100,99,25,2.1,6.7,14.1,20.6,0.386,0.193,0.097,0.168,01/01/21 0:00,32.2978594,-98.8630896,01/01/21 0:00,new mexico,south central highlands,0,heavy_snow
-0.3,-3.6,78,1.3,0,0.91,0.04,8.7,18.8,138,137,20.2,985.8,73,0,73,9,1,0.9,3.4,9.4,0.396,0.399,0.376,0.325,03/01/21 14:00,41.5179097,-76.019111,03/01/21 14:00,new mexico,eastern san miguel county,0,heavy_snow
-1.6,-5.4,75,0.3,0,0.21,0.05,12.6,26.3,143,140,28.1,961.8,97,8,97,76,0.3,-0.1,2.1,7.9,0.4,0.405,0.395,0.347,03/01/21 14:00,41.8218729,-75.8170767,03/01/21 14:00,california,s sierra mtns,0,heavy_snow
-1.4,-3.8,84,0,0,0,0.07,8.7,17.1,114,129,17.6,973.9,92,11,92,21,0.8,0.3,2.7,9,0.39,0.392,0.362,0.313,03/01/21 13:00,41.7746685,-76.5264613,03/01/21 13:00,connecticut,northern fairfield,0,heavy_snow
-5.1,-11.7,60,0.1,0,0.07,0.23,4.7,12,86,123,20.9,795.9,100,89,100,95,0,0.8,4.2,8.4,0.381,0.391,0.326,0.431,27/01/21 4:00,37.0044726,-118.9634596,27/01/21 4:00,north dakota,bowman,1,heavy_snow
0,-2.4,84,0.5,0,0.35,0.05,8.7,10,294,291,15.5,820.6,94,9,94,44,2.2,3.7,7.5,14.3,0.121,0.112,0.121,0.184,24/01/21 18:00,35.8333209,-112.5021238,24/01/21 18:00,california,s sierra mtns,0,heavy_snow
3.8,1.4,84,0.2,0.2,0,0,2.1,3.3,239,257,24.8,875.1,58,11,56,5,5.6,9.7,13.3,19.3,0.257,0.073,0.154,0.151,24/01/21 16:30,33.5758827,-112.5788998,24/01/21 16:00,oregon,north central oregon,0,heavy_snow
0.6,-0.1,95,0,0,0,0,5.8,11.2,274,320,10.4,1009.1,61,3,10,58,1.9,4.2,6.4,13.4,0.216,0.207,0.063,0.069,11/01/21 8:00,46.2210904,-119.1765543,11/01/21 8:00,new hampshire,cheshire,0,heavy_snow
-4.7,-11.6,59,0,0,0,0.02,9.8,13.2,246,253,37.1,744,2,63,0,0,-1,0.3,3.4,8.4,0.154,0.124,0.157,0.194,25/01/21 0:00,36.2122484,-115.6544045,25/01/21 0:00,minnesota,south clearwater,0,heavy_snow
4,-2.4,63,0,0,0,0,7.7,16.6,79,88,15.1,991.1,96,0,91,90,5.9,8.1,12.3,19.9,0.26,0.27,0.119,0.174,10/01/21 6:30,32.7215726,-98.2814881,10/01/21 6:00,tennessee,mcminn,0,heavy_snow
-6.2,-8.3,85,0,0,0,0.07,21.3,40.1,68,74,35.6,979.5,100,81,89,100,-2.3,-0.6,1.5,6.4,0.342,0.34,0.304,0.317,25/01/21 13:00,42.0161612,-93.489194,25/01/21 13:00,montana,north rocky mountain front,0,heavy_snow
-3.1,-4.8,88,0.1,0,0.07,0.05,19.5,37.9,74,78,32.4,980.5,100,97,81,100,-1.6,0,2.4,7.4,0.345,0.343,0.292,0.305,25/01/21 13:00,41.3138645,-93.5685324,25/01/21 13:00,nevada,n elko cnty,0,heavy_snow
-6.4,-8.2,87,0,0,0,0.08,19.5,39,65,74,33.5,980.5,100,90,87,100,-2,-0.4,1.5,6.2,0.346,0.346,0.329,0.324,25/01/21 13:00,42.0378125,-92.9915704,25/01/21 13:00,kentucky,perry,1,heavy_snow
-7,-8.8,87,0,0,0,0.09,22,37,69,74,37.8,980.3,100,85,56,100,-2.5,-0.8,1.2,5.8,0.336,0.334,0.314,0.326,25/01/21 14:00,42.0568108,-92.5433918,25/01/21 14:00,alaska,n. brooks rng e of colville r,0,heavy_snow
11.8,0.6,46,0,0,0,0,15.9,22.1,185,186,35.3,819.6,84,0,0,84,11,4.4,3.6,5.7,0.351,0.354,0.279,0.349,19/03/21 20:00,39.5298185,-114.8899563,19/03/21 20:00,montana,meagher,0,heavy_snow
11.8,0.6,46,0,0,0,0,15.9,22.1,185,186,35.3,819.6,84,0,0,84,11,4.4,3.6,5.7,0.351,0.354,0.279,0.349,19/03/21 20:00,39.5298185,-114.8899563,19/03/21 20:00,montana,meagher,0,heavy_snow
0.9,-4.1,69,0.1,0,0.07,0.04,16.3,30,149,147,41,943.2,100,0,100,91,1.8,1.7,3,7.2,0.381,0.388,0.389,0.376,07/02/21 4:20,36.8411336,-83.22678,07/02/21 4:00,washington,okanogan highlands,0,heavy_snow
1.1,-12.6,35,0,0,0,0.12,9.9,16.8,44,45,24.1,984.1,64,0,54,46,-0.8,-0.5,2,7,0.388,0.398,0.383,0.334,17/02/21 22:00,37.8397984,-82.8159642,17/02/21 22:00,north dakota,grant,0,heavy_snow
2.9,-12.8,31,0,0,0,0.04,7.9,14,30,35,24.5,978,66,0,29,59,-0.6,0.5,3.2,7.7,0.388,0.398,0.389,0.352,17/02/21 22:00,37.1208843,-82.8451698,17/02/21 22:00,north dakota,foster,0,heavy_snow
1.2,-14.6,30,0,0,0,0.12,6.4,8.9,47,50,24.5,995.2,100,0,100,70,-1.2,-0.3,2.2,7,0.393,0.403,0.394,0.349,17/02/21 20:00,38.1178636,-83.0656398,17/02/21 20:00,illinois,calhoun,0,heavy_snow
0.1,-2.1,85,0.7,0,0.49,0.05,0.5,3.5,315,156,30.6,943.7,100,72,100,84,1.4,1.7,3,7.2,0.38,0.388,0.389,0.376,07/02/21 6:32,36.8411336,-83.22678,07/02/21 6:00,washington,okanogan highlands,0,heavy_snow
1.7,-1.5,80,0.3,0,0.21,0.04,2.7,7.7,337,311,10.8,970.6,98,39,97,87,2.8,3.9,4.3,8.7,0.378,0.383,0.386,0.348,07/02/21 6:36,37.1208843,-82.8451698,07/02/21 6:00,north dakota,foster,0,heavy_snow
0.1,-2.1,85,0.7,0,0.49,0.05,0.5,3.5,315,156,30.6,943.7,100,72,100,84,1.4,1.7,3,7.2,0.38,0.388,0.389,0.376,07/02/21 6:32,36.8411336,-83.22678,07/02/21 6:00,washington,okanogan highlands,0,heavy_snow
2.5,-2.5,70,0,0,0,0.03,13.7,26.2,135,136,37.1,964.3,100,0,100,93,3.7,3.7,4,8.1,0.373,0.378,0.382,0.379,07/02/21 4:55,36.7370344,-83.6491695,07/02/21 4:00,wisconsin,chippewa,0,heavy_snow
2.9,-3.3,64,0,0,0,0.04,4,11,90,142,12.6,970.3,100,0,100,100,3.3,4,4.3,8.7,0.379,0.383,0.386,0.348,07/02/21 4:20,37.1208843,-82.8451698,07/02/21 4:00,north dakota,foster,0,heavy_snow
0.8,-15.1,29,0,0,0,0.06,4.8,6.7,48,54,26.6,978.8,100,0,100,92,-2.4,-0.6,2.7,8.4,0.485,0.495,0.493,0.443,17/02/21 19:00,37.3885959,-84.3254309,17/02/21 19:00,north dakota,foster,0,heavy_snow
0,-11,44,0,0,0,0.11,9,19.3,29,37,25.6,985.8,99,0,96,94,-0.5,-0.2,2.3,7.3,0.388,0.398,0.383,0.336,17/02/21 23:00,37.8022242,-82.5077178,17/02/21 23:00,wisconsin,la crosse,0,heavy_snow
1.4,-15.1,28,0,0,0,0.1,6.1,8.8,62,71,30.6,989.4,99,0,97,94,-2,-0.5,2.2,7.1,0.395,0.405,0.396,0.349,17/02/21 19:00,37.8192526,-83.8239902,17/02/21 19:00,california,greater lake tahoe area,0,heavy_snow
-3.4,-5.5,85,0,0,0,0.02,4.2,5.8,70,22,6.8,821.4,49,1,49,0,1.3,4.9,5.8,10,0.185,0.184,0.004,0.124,12/03/21 6:00,37.7144203,-113.0573713,12/03/21 6:00,idaho,northern panhandle,0,heavy_snow
17.6,-19.5,7,0,0,0,0,46.2,57.4,222,221,76,832.6,6,0,6,0,23,11.5,11.5,12,0.03,0.089,0.207,0.205,16/03/21 21:00,34.8980615,-104.8282135,16/03/21 21:00,west virginia,raleigh,1,heavy_snow
12.2,-8.6,23,0,0,0,0,26.6,43.2,268,270,59,852.2,1,0,1,0,16.3,14.3,12.1,13,0.205,0.146,0.135,0.163,17/03/21 2:00,34.5220133,-103.3099435,17/03/21 2:00,wyoming,converse county lower elevations,0,heavy_snow
8.2,-2.7,46,0,0,0,0.86,7.3,15.4,189,191,21.6,813,0,0,0,0,-0.3,-0.3,0.1,1.1,0.349,0.3,0.286,0.327,19/03/21 18:00,43.726536,-111.1079644,19/03/21 18:00,washington,northeast mountains,0,heavy_snow
3.4,1.3,86,0,0,0,0,8.9,15.3,297,321,18,1003.2,100,1,100,100,4.7,3.6,6.3,13.4,0.211,0.204,0.064,0.069,12/01/21 1:00,46.2210904,-119.1765543,12/01/21 1:00,new hampshire,cheshire,0,heavy_snow
1,-15,29,0,0,0,0.07,9.4,13.9,67,65,22.7,982.3,97,0,97,40,-2,-0.5,2.7,8.5,0.484,0.493,0.484,0.433,17/02/21 21:00,37.6001442,-83.7073043,17/02/21 21:00,north dakota,williams,1,heavy_snow
0.8,-15.1,29,0,0,0,0.06,4.8,6.7,48,54,26.6,978.8,100,0,100,92,-2.4,-0.6,2.7,8.4,0.485,0.495,0.493,0.443,17/02/21 19:00,37.3885959,-84.3254309,17/02/21 19:00,north dakota,foster,0,heavy_snow
5.6,2.4,80,1,1,0,0,17.3,29.8,21,25,33.1,894.3,93,0,65,85,7.2,9.8,5.9,5.8,0.297,0.296,0.173,0.185,22/03/21 6:00,38.9073846,-101.7565099,22/03/21 6:00,idaho,centennial mountains-island park,0,heavy_snow
1.3,1,98,0,0,0,0,13.5,19.2,115,118,24.1,854.8,100,100,0,0,2.5,3.6,5.7,8.2,0.249,0.14,0.074,0.084,14/03/21 15:05,38.7632722,-102.7919981,14/03/21 15:00,west virginia,wirt,0,heavy_snow
1.7,-0.7,84,0,0,0,0,25.6,41.7,350,353,42.8,970.2,100,0,95,100,1.5,0.9,-1.5,0.9,0.286,0.296,0.25,0.302,10/03/21 10:30,45.385266,-96.3557364,10/03/21 10:00,west virginia,calhoun,1,heavy_snow
0.9,-1.8,82,0,0,0,0,26.4,42.3,5,6,44.3,945.5,99,0,94,98,1.8,2.1,-1.7,0.8,0.303,0.311,0.279,0.313,10/03/21 10:00,44.9695646,-97.1976513,10/03/21 10:00,illinois,tazewell,1,heavy_snow
1.5,-1.4,81,0,0,0,0,26.1,41.6,349,351,42.5,965.4,100,0,99,100,2.5,2.7,-1,1.3,0.296,0.313,0.294,0.321,10/03/21 10:00,45.1690114,-96.7057561,10/03/21 10:00,illinois,champaign,1,heavy_snow
5.4,-3.4,53,0,0,0,0.01,26.8,43.4,75,78,45,959,100,0,11,100,3.8,3.2,-0.1,3.5,0.367,0.313,0.309,0.348,14/03/21 13:30,43.9176386,-99.8581638,14/03/21 13:00,idaho,idaho palouse,0,heavy_snow
4.5,-4,54,0,0,0,0.01,26,41.2,76,78,46.1,943.2,100,0,47,100,3.7,3,-0.2,3.5,0.352,0.32,0.323,0.346,14/03/21 13:30,43.9667174,-100.6853793,14/03/21 13:00,louisiana,east feliciana,0,heavy_snow
1.5,-1.5,80,0,0,0,0,23,37.5,17,14,47.2,947.9,100,0,78,100,2.8,3.1,-1.4,0.9,0.314,0.323,0.293,0.321,10/03/21 10:00,44.6754502,-97.2005816,10/03/21 10:00,washington,okanogan highlands,0,heavy_snow
0.8,-14.5,31,0,0,0,0.03,3.8,5.4,49,53,23.8,990.5,100,0,100,91,-2.1,-0.2,3.3,9,0.485,0.495,0.499,0.453,17/02/21 19:00,37.1124781,-84.593893,17/02/21 19:00,wisconsin,jackson,0,heavy_snow
6.7,-7.5,35,0,0,0,0,30.6,47.6,92,93,52.6,977.1,100,0,100,91,6.6,5.6,3.7,2.8,0.331,0.34,0.285,0.304,15/03/21 1:00,43.3747879,-93.7316088,15/03/21 1:00,colorado,flattop mountains,0,heavy_snow
3.4,-0.5,76,0,0,0,0,21.7,34.1,11,13,36,962.9,100,0,100,99,4.8,5.4,-1.2,1.5,0.264,0.274,0.244,0.256,10/03/21 10:00,44.9438314,-98.3730958,10/03/21 10:00,washington,okanogan highlands,0,heavy_snow
3.3,-1.9,69,0,0,0,0,22,34.4,4,6,37.4,953,100,0,99,99,5.4,6.4,-0.7,2.2,0.262,0.275,0.266,0.226,10/03/21 10:00,44.5405047,-99.0053027,10/03/21 10:00,michigan,macomb,1,heavy_snow
2.3,-2.5,71,0,0,0,0,20.5,33.2,18,20,36,942.6,100,0,99,98,4.8,6.1,-0.8,2.1,0.24,0.261,0.266,0.223,10/03/21 10:00,44.5103405,-99.4936719,10/03/21 10:00,massachusetts,northern berkshire,0,heavy_snow
3.8,-1.9,67,0,0,0,0,21,32.9,16,18,34.6,949.7,99,0,97,99,5.7,6.5,-0.7,2.2,0.224,0.243,0.243,0.229,10/03/21 9:00,44.4047339,-99.946102,10/03/21 9:00,colorado,san juan river basin,0,heavy_snow
1.2,-0.7,87,0,0,0,0,17.3,31,356,357,30.2,973.1,100,2,78,100,1.1,0,-1.3,1.8,0.363,0.394,0.358,0.374,10/03/21 10:30,45.7836323,-96.4215265,10/03/21 10:00,kentucky,lee,1,heavy_snow
6.4,-7.8,35,0,0,0,0,32,49.3,89,91,55.4,979.1,100,0,99,88,6.5,5.7,4.3,3,0.32,0.331,0.284,0.313,15/03/21 1:00,43.0742443,-93.2548746,15/03/21 1:00,kentucky,knox,0,heavy_snow
1.2,-1.8,80,0,0,0,0,19.3,33.8,346,348,33.5,966.2,100,0,89,100,0.9,0.4,-1.7,0.8,0.283,0.291,0.26,0.297,10/03/21 10:00,45.6000291,-97.0000238,10/03/21 10:00,missouri,holt,0,heavy_snow
1.7,-1.9,77,0,0,0,0,26.1,41.3,12,13,45,943.6,99,0,91,98,3.8,4.6,-1.6,0.8,0.278,0.287,0.255,0.291,10/03/21 10:00,44.8684319,-97.7431382,10/03/21 10:00,kentucky,fayette,1,heavy_snow
0.3,-1.9,85,0,0,0,0,21.7,35.9,7,7,36,944.3,100,0,100,100,0.9,0.8,-1.7,0.8,0.284,0.292,0.266,0.309,10/03/21 10:00,45.3658879,-97.6152661,10/03/21 10:00,missouri,st. charles,1,heavy_snow
1,-1.8,81,0,0,0,0,17.5,29.7,9,10,31,955.8,99,0,94,99,1.5,1.2,-1.6,1,0.255,0.256,0.231,0.262,10/03/21 10:00,45.7619018,-97.6300108,10/03/21 10:00,idaho,caribou highlands,0,heavy_snow
2.2,-1.1,79,0,0,0,0,16.9,28.8,12,13,28.4,963.5,100,0,97,99,1.9,1.4,-1.2,2.1,0.237,0.234,0.172,0.234,10/03/21 10:00,45.5832968,-98.3674786,10/03/21 10:00,new mexico,northern sangre de cristo mountains above 9500 feet/red river,0,heavy_snow
6.2,-8.6,34,0,0,0,0,31,47.9,91,93,53.3,978.8,100,0,100,98,6.6,5.6,4,2.7,0.313,0.326,0.292,0.314,15/03/21 1:00,43.3696764,-93.2658698,15/03/21 1:00,kentucky,clay,1,heavy_snow
-0.1,-15.1,31,0,0,0,0.06,9.1,12.9,56,60,22.7,972,98,0,97,65,-2.2,-0.7,2,6.8,0.394,0.403,0.392,0.347,17/02/21 20:00,37.4200233,-83.9913882,17/02/21 20:00,wisconsin,grant,0,heavy_snow
-2.3,-3.5,92,0.1,0,0.07,0.04,12.6,21,283,282,29.2,915.8,100,100,94,0,0.1,0.2,3,6.9,0.39,0.388,0.389,0.363,01/02/21 11:00,37.0170633,-82.6103804,01/02/21 11:00,texas,hale,1,heavy_snow
-6.4,-9.2,81,0,0,0,0.19,10,22.5,64,84,19.4,1001,100,0,94,100,-1.4,-1.2,0.6,4.9,0.253,0.245,0.258,0.275,07/02/21 11:00,41.831694,-71.9789977,07/02/21 11:00,kentucky,livingston,0,heavy_snow
7.8,-2.1,49,0,0,0,0,4.1,6.5,128,124,15.8,987.7,99,0,95,97,1.9,3.2,6.6,11.5,0.473,0.479,0.481,0.454,06/02/21 20:00,35.5943104,-85.2104415,06/02/21 20:00,new hampshire,northern grafton,0,heavy_snow
4.3,-2.3,62,0,0,0,0.02,8.6,18,92,102,16.9,957,96,0,42,95,3.9,2.4,3.6,7.7,0.375,0.383,0.384,0.371,06/02/21 23:00,36.3865389,-84.1351617,06/02/21 23:00,south dakota,hand,0,heavy_snow
-6.3,-9.2,80,0,0,0,0.17,10.5,23.1,74,86,20.2,997.9,100,0,99,100,-1.2,-1.3,0.5,4.8,0.25,0.239,0.244,0.283,07/02/21 11:00,41.8113535,-72.3191423,07/02/21 11:00,mississippi,newton,0,heavy_snow
-10,-16.3,60,0,0,0,0.27,14.8,21.7,6,6,31.7,996.4,100,86,85,100,-1.6,-0.6,0.8,4.3,0.34,0.345,0.363,0.354,15/02/21 20:00,43.0220032,-83.7274305,15/02/21 20:00,colorado,northwestern san juan mountains,0,heavy_snow
