temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,event_datetime,event_latitude,event_longitude,time,state,county,caused_power_outage,event_type
-7.2,-20,35,0,0,0,0.03,7.3,11.3,81,83,19.4,969.2,100,0,99,99,-1.3,0.3,4.1,9.1,0.378,0.385,0.417,0.437,14/02/16 11:00,36.3865389,-84.1351617,14/02/16 11:00,south dakota,hand,0,heavy_snow
-7,-20.4,33,0,0,0,0.03,8,12.3,85,87,20.9,973.1,100,0,99,97,-1,0.6,4.8,10.3,0.434,0.438,0.469,0.484,14/02/16 11:00,36.4380433,-84.5095507,14/02/16 11:00,massachusetts,western norfolk,0,heavy_snow
-7.5,-21.2,33,0,0,0,0.03,8.1,12.5,69,72,20.5,974.2,100,0,97,98,-1.4,0.5,4.4,9.7,0.406,0.411,0.439,0.465,14/02/16 11:00,36.4673161,-83.6786377,14/02/16 11:00,west virginia,barbour,0,heavy_snow
1.1,0.6,96,0,0,0,0,12.5,24.3,316,322,23.4,960.7,100,22,100,100,0.7,-0.5,0.7,4.6,0.727,0.732,0.691,0.643,16/03/16 9:00,48.7032282,-94.8480091,16/03/16 9:00,west virginia,mcdowell,0,heavy_snow
2.4,-2.7,69,0,0,0,0,8.2,17.3,331,337,18,974.2,100,0,66,100,1.8,1.3,0.2,4.5,0.282,0.293,0.27,0.252,05/02/16 3:00,42.5893375,-71.9819098,05/02/16 3:00,south dakota,hughes,0,heavy_snow
6.4,1.6,72,0.7,0.7,0,,11.2,19.6,339,346,21.6,1018.4,100,0,100,100,7.4,7,4.7,6.3,0.304,0.294,0.279,0.248,05/02/16 5:00,42.3544455,-70.9788771,05/02/16 5:00,virginia,botetourt,0,heavy_snow
-3.2,-5.5,84,0,0,0,0.03,2.5,4.7,90,113,6.8,858.8,100,0,100,100,-1.2,-0.2,4.5,13.4,0.269,0.215,0.227,0.253,14/12/16 4:00,43.055195,-119.0240263,14/12/16 4:00,massachusetts,eastern franklin,0,heavy_snow
-1.9,-4.7,81,0,0,0,0.02,7,9.2,35,48,11.9,895.8,100,4,99,100,-0.6,0.8,6.4,16.1,0.257,0.181,0.211,0.219,14/12/16 7:00,43.1023481,-117.6916892,14/12/16 7:00,north carolina,cherokee,0,heavy_snow
-6.4,-12.2,63,0,0,0,0.04,6.6,10.8,248,255,14,993.1,100,91,95,97,-1.6,0.4,5.1,12.2,0.241,0.25,0.267,0.247,11/12/16 0:00,43.3055418,-85.112198,11/12/16 0:00,wisconsin,iron,0,heavy_snow
-4.7,-10,66,0,0,0,0.05,9.1,13.1,263,262,20.2,1002.9,100,99,100,96,-1.2,0.6,5.6,12.8,0.236,0.245,0.235,0.217,11/12/16 0:00,43.2484584,-86.129351,11/12/16 0:00,colorado,elkhead and park mountains,0,heavy_snow
-0.5,-8.7,54,0,0,0,0.01,16.4,28,40,48,31,1015.8,100,3,36,100,1.1,2.9,6.7,12.5,0.391,0.399,0.424,0.427,14/12/16 14:00,45.6070403,-122.7923499,14/12/16 14:00,utah,eastern uinta basin,0,heavy_snow
-5.7,-7,90,0.2,0,0.14,0.15,14.9,26.5,97,105,24.1,942.4,100,38,100,77,0.8,1.6,3.9,9.7,0.325,0.327,0.322,0.285,05/12/16 13:00,48.7419695,-99.8380336,05/12/16 13:00,tennessee,washington,0,heavy_snow
-5.2,-7,87,0.3,0,0.21,0.23,14.4,26.6,127,142,23.4,946.6,98,15,97,94,1.8,2.8,5.2,11.1,0.175,0.176,0.172,0.171,05/12/16 13:00,48.1907427,-100.65378,05/12/16 13:00,west virginia,wetzel,0,heavy_snow
-18.5,-22.5,71,0,0,0,0.06,9.7,12.6,68,70,17.3,973.8,100,19,100,1,-5.4,-0.6,5.5,15,0.279,0.26,0.169,0.222,10/12/16 10:00,44.5405047,-99.0053027,10/12/16 10:00,michigan,macomb,0,heavy_snow
-19.9,-23.1,76,0,0,0,0.06,7.6,9.4,329,328,16.9,988.3,100,100,56,18,-7.4,-1,4,12.5,0.342,0.338,0.263,0.26,10/12/16 10:00,45.6000291,-97.0000238,10/12/16 10:00,missouri,holt,0,heavy_snow
-16.3,-20.3,72,0,0,0,0.06,4.5,7.1,14,15,11.9,966.3,100,76,99,56,-6.2,-0.7,4.3,12.7,0.344,0.341,0.273,0.299,10/12/16 10:00,44.7554353,-96.671551,10/12/16 10:00,new york,hamilton,0,heavy_snow
-16,-20.9,66,0,0,0,0.03,7.6,9.2,335,334,16.2,988.7,83,77,48,33,-5.2,-0.3,4.8,13.2,0.342,0.34,0.27,0.277,10/12/16 10:00,45.1690114,-96.7057561,10/12/16 10:00,illinois,champaign,1,heavy_snow
-14.4,-18.4,72,0,0,0,0.07,4.4,5,55,60,10.1,969.4,100,100,100,42,-6.2,-1.2,3.9,12.5,0.346,0.342,0.277,0.298,10/12/16 11:00,44.6754502,-97.2005816,10/12/16 11:00,washington,okanogan highlands,0,heavy_snow
-3.2,-11.3,53,0,0,0,0.05,2.8,4,130,170,12.2,1005.2,100,12,62,100,-1.1,0,3.9,10.5,0.24,0.248,0.258,0.214,11/12/16 22:00,43.5218848,-71.4530581,11/12/16 22:00,texas,dallas,0,heavy_snow
-15,-19.1,71,0,0,0,0.07,9.3,13.6,283,287,15.5,998.4,90,1,87,78,-1.7,0.7,5.2,12.5,0.365,0.374,0.389,0.371,10/12/16 14:00,44.2782406,-91.3828806,10/12/16 14:00,massachusetts,western hampshire,0,heavy_snow
-11.6,-13.9,83,0,0,0.07,0.15,8.4,14,110,132,16.9,949.6,99,30,89,94,-1.8,-1,2.5,11.6,0.334,0.328,0.278,0.299,16/12/16 11:15,44.7554353,-96.671551,16/12/16 11:00,new york,hamilton,0,heavy_snow
-12.7,-14.6,86,0,0,0.07,0.11,7.7,12.1,101,117,14.8,971.6,100,60,93,90,-3.7,-2.5,2.5,12.1,0.332,0.327,0.274,0.277,16/12/16 11:00,45.1690114,-96.7057561,16/12/16 11:00,illinois,champaign,1,heavy_snow
-10.2,-13.2,79,0,0,0,0.17,10.5,14.9,112,122,19.1,952.8,99,30,88,93,-1.8,-1.2,2.2,11.4,0.336,0.329,0.281,0.298,16/12/16 11:00,44.6754502,-97.2005816,16/12/16 11:00,washington,okanogan highlands,0,heavy_snow
-11.7,-14,83,0,0,0,0.17,10.2,14.1,98,109,17.6,950.3,98,29,85,91,-2.1,-1.5,1.9,11.4,0.33,0.32,0.256,0.273,16/12/16 11:00,44.9695646,-97.1976513,16/12/16 11:00,illinois,tazewell,0,heavy_snow
-10.4,-13,82,0,0,0,0.19,10.1,17.1,107,118,19.4,947.3,99,23,82,93,-2.1,-1.5,2,11.9,0.325,0.312,0.232,0.259,16/12/16 11:00,44.8684319,-97.7431382,16/12/16 11:00,kentucky,fayette,1,heavy_snow
-13.3,-17.5,71,0,0,0,0.05,10.2,14.7,288,292,19.1,995.2,67,66,0,0,-4.8,-0.5,4.2,12.1,0.239,0.246,0.256,0.234,10/12/16 15:30,43.9462246,-89.7836456,10/12/16 15:00,indiana,floyd,1,heavy_snow
-12.6,-17.4,68,0,0,0,0.06,9.6,13.6,290,292,20.9,997.7,56,56,0,0,-4.9,-0.5,4.3,12.1,0.239,0.247,0.26,0.246,10/12/16 15:00,43.9532381,-90.1218405,10/12/16 15:00,nevada,greater lake tahoe area,0,heavy_snow
-6.1,-8.1,85,0,0,0,0.16,5.7,10.1,125,184,13.7,919.6,78,52,55,3,0.8,1.7,4.9,11.8,0.352,0.355,0.318,0.314,11/12/16 17:00,46.7153653,-116.9972303,11/12/16 17:00,california,mono,0,heavy_snow
-6.1,-8.1,85,0,0,0,0.16,5.7,10.1,125,184,13.7,919.6,78,52,55,3,0.8,1.7,4.9,11.8,0.352,0.355,0.318,0.314,11/12/16 17:00,46.7153653,-116.9972303,11/12/16 17:00,california,mono,0,heavy_snow
-5.7,-9.2,77,0,0,0,0.05,6.6,15,229,235,15.5,992,100,38,100,52,-0.9,0.8,5.9,13.3,0.369,0.379,0.386,0.364,11/12/16 0:00,42.2416466,-84.425589,11/12/16 0:00,oregon,greater  portland metro area,0,heavy_snow
-6.2,-9.1,80,0,0,0,0.07,7.7,15.8,217,225,15.1,995.7,100,60,100,48,-1,0.8,5.7,13.2,0.37,0.379,0.384,0.353,11/12/16 0:00,42.2461339,-85.0229223,11/12/16 0:00,maine,southeast aroostook,0,heavy_snow
-4.9,-7.9,80,0,0,0.07,0.09,10,17.2,201,209,20.2,1000.9,100,91,100,37,-0.7,1,6.2,13.5,0.372,0.381,0.393,0.371,11/12/16 0:00,42.2710763,-86.013973,11/12/16 0:00,kentucky,magoffin,0,heavy_snow
-6,-8.6,82,0,0,0,0.08,8.9,17.1,207,215,16.2,997.9,100,80,100,43,-0.9,0.9,5.9,13.3,0.369,0.379,0.383,0.357,11/12/16 0:00,42.2494968,-85.5372797,11/12/16 0:00,tennessee,campbell,0,heavy_snow
-12.9,-17,72,0,0,0,0.07,8.7,13,308,309,16.2,990.8,29,21,28,0,-0.7,0.9,5.5,12.9,0.363,0.371,0.376,0.365,10/12/16 11:00,43.2677179,-91.8563139,10/12/16 11:00,wyoming,snowy range,0,heavy_snow
-15.6,-18.8,76,0,0,0,0.06,8.9,14.5,328,325,15.5,984.5,38,22,31,0,-1.3,0.6,5.3,12.6,0.366,0.375,0.381,0.363,10/12/16 10:00,43.3353641,-92.3230007,10/12/16 10:00,west virginia,cabell,1,heavy_snow
-9.8,-13.1,77,0,0,0,0.13,9.3,15.9,74,96,15.1,967.6,99,4,89,93,-2.3,-1.5,2.4,13.1,0.316,0.3,0.195,0.232,16/12/16 10:00,44.9438314,-98.3730958,16/12/16 10:00,washington,okanogan highlands,0,heavy_snow
-9.5,-15.2,63,0,0,0,0.08,11.4,19.2,79,96,23.8,948.9,100,7,69,99,-3.2,-1.4,3.6,14.1,0.275,0.252,0.196,0.242,16/12/16 10:00,44.0646363,-99.1707339,16/12/16 10:00,idaho,coeur d'alene area,0,heavy_snow
-9.8,-13.5,74,0,0,0,0.13,10.2,16.4,58,75,16.6,956.6,100,16,83,97,-1.8,-0.8,3.5,14,0.272,0.256,0.171,0.222,16/12/16 10:00,44.5405047,-99.0053027,16/12/16 10:00,michigan,macomb,0,heavy_snow
-10.4,-13.9,76,0,0,0,0.13,12.5,21.6,72,88,20.5,944.4,99,9,85,84,-2,-1,3.4,13.8,0.243,0.22,0.165,0.204,16/12/16 9:30,44.5103405,-99.4936719,16/12/16 9:00,massachusetts,northern berkshire,0,heavy_snow
-10.8,-13.7,79,0,0,0,0.14,14.7,23.6,59,69,23,944.5,98,13,88,73,-2,-1,3.7,14.1,0.235,0.209,0.174,0.217,16/12/16 9:30,44.7173891,-100.0690149,16/12/16 9:00,missouri,buchanan,1,heavy_snow
-6.2,-9.8,76,0,0,0,0.04,6.6,13.8,229,237,14,994,100,53,100,72,-0.6,1,6,13.2,0.368,0.378,0.384,0.356,11/12/16 0:00,42.5860505,-84.3800841,11/12/16 0:00,west virginia,monroe,0,heavy_snow
-6.9,-9.8,80,0,0,0,0.06,8.2,14.1,221,232,14,994.4,100,76,100,67,-0.9,0.8,5.9,13.3,0.37,0.379,0.391,0.364,11/12/16 0:00,42.5935964,-84.8443666,11/12/16 0:00,illinois,cook,1,heavy_snow
-6.2,-8.5,84,0,0,0,0.08,6.6,14.3,209,221,13.7,996.7,100,92,100,65,-0.9,0.9,6,13.3,0.371,0.38,0.39,0.37,11/12/16 0:00,42.5910739,-85.3242417,11/12/16 0:00,new jersey,hunterdon,1,heavy_snow
-5.2,-7.7,83,0,0,0.07,0.09,8.4,14.2,211,216,18.4,1002,100,96,100,62,-1,0.8,5.8,13,0.246,0.256,0.264,0.241,11/12/16 0:00,42.5867203,-85.8861492,11/12/16 0:00,illinois,mchenry,0,heavy_snow
-6.5,-10.8,71,0,0,0,0.03,8.1,13,238,246,15.1,1001.3,100,90,95,95,-0.9,0.8,5.9,13.2,0.359,0.368,0.363,0.345,11/12/16 0:00,42.9435238,-84.6125345,11/12/16 0:00,new jersey,salem,1,heavy_snow
-6.9,-10.1,78,0,0,0,0.05,7.3,10.6,237,246,13,999.1,100,92,100,94,-1.1,0.7,5.6,12.8,0.272,0.28,0.284,0.267,11/12/16 0:00,42.9469688,-85.0713945,11/12/16 0:00,tennessee,bradley,0,heavy_snow
-4.6,-9.1,71,0,0,0,0.06,7.4,9.5,256,259,15.1,1005.6,100,94,100,94,-0.7,1,6,13.1,0.256,0.266,0.276,0.247,11/12/16 0:00,42.9547143,-85.9827867,11/12/16 0:00,pennsylvania,fulton,0,heavy_snow
-12,-14,85,0,0,0,0.26,3.1,4,36,85,10.1,868.2,100,4,68,100,-0.2,0.6,3.5,11,0.318,0.317,0.275,0.316,14/12/16 6:00,44.7259637,-117.6204818,14/12/16 6:00,idaho,big and little wood river region,0,heavy_snow
-5.7,-12.9,57,0,0,0,0.03,8,13.7,243,252,15.8,999.2,100,90,84,96,-1,0.7,5.8,12.9,0.352,0.357,0.334,0.332,11/12/16 0:00,43.2903117,-84.6098023,11/12/16 0:00,maine,northeast aroostook,0,heavy_snow
-6.1,-9.5,77,0,0,0,0.06,4.8,6.3,228,246,10.1,1003.8,100,89,100,92,-0.9,0.9,6,13.2,0.357,0.366,0.368,0.345,11/12/16 0:00,43.0024013,-85.5502718,11/12/16 0:00,new mexico,northern sangre de cristo mountains above 9500 feet/red river,0,heavy_snow
-6.1,-8.1,85,0,0,0,0.16,5.7,10.1,125,184,13.7,919.6,78,52,55,3,0.8,1.7,4.9,11.8,0.352,0.355,0.318,0.314,11/12/16 17:00,46.7153653,-116.9972303,11/12/16 17:00,california,mono,0,heavy_snow
-5.1,-6.6,89,0,0,0.07,0.18,17.2,31.2,127,129,28.1,947.9,92,6,84,82,1.3,2.1,4.4,10.3,0.284,0.285,0.263,0.251,05/12/16 13:00,48.8243455,-100.8431321,05/12/16 13:00,washington,okanogan valley,0,heavy_snow
-5.4,-6.7,90,0,0,0,0.19,12.3,23.3,128,129,23.8,946.4,100,29,100,90,2.2,3,5.1,10.7,0.294,0.295,0.297,0.281,05/12/16 13:00,48.1957108,-100.0625504,05/12/16 13:00,utah,la sal & abajo mountains,0,heavy_snow
-1.6,-8.2,61,0,0,0,0.01,9.7,18.1,22,46,20.2,1020.3,100,0,36,100,0.8,2.8,8,12.8,0.379,0.388,0.405,0.429,08/12/16 10:00,46.1423913,-122.938378,08/12/16 10:00,arizona,white mountains,0,heavy_snow
-16.2,-20.4,70,0,0,0,0.08,3.3,3.6,41,45,9.7,966.8,100,100,100,47,-6.8,-1.4,3.7,12.5,0.339,0.333,0.251,0.273,10/12/16 11:00,44.9695646,-97.1976513,10/12/16 11:00,illinois,tazewell,1,heavy_snow
-17,-20.5,75,0,0,0,0.09,6.8,8.7,58,60,12.2,963.7,100,100,100,38,-6.9,-1.6,3.8,13,0.335,0.326,0.227,0.259,10/12/16 11:00,44.8684319,-97.7431382,10/12/16 11:00,kentucky,fayette,1,heavy_snow
-19.2,-23.3,70,0,0,0,0.05,8.5,10.4,54,56,15.5,984.2,100,24,100,55,-6.9,-1.3,4.4,14.2,0.325,0.314,0.19,0.232,10/12/16 11:00,44.9438314,-98.3730958,10/12/16 11:00,washington,okanogan highlands,0,heavy_snow
-20.6,-24.4,71,0,0,0,0.07,10.1,13.1,73,74,18.7,970.3,100,42,100,75,-8,-1.9,4.1,14,0.286,0.269,0.175,0.232,10/12/16 11:00,45.0743643,-99.1739778,10/12/16 11:00,kentucky,cumberland,0,heavy_snow
-15.2,-18.7,75,0,0,0,0.07,9.4,15.8,274,282,16.6,1001.6,10,10,2,0,-5.2,0,5,12.8,0.365,0.373,0.382,0.359,10/12/16 13:53,43.8890516,-91.0902393,10/12/16 13:00,wisconsin,forest,0,heavy_snow
-6,-13.3,56,0,0,0,0.03,8,13.7,243,252,11.9,1004.9,100,69,100,97,-0.9,0.8,5.7,12.7,0.272,0.281,0.281,0.261,11/12/16 2:00,43.634525,-84.3840821,11/12/16 2:00,west virginia,mingo,0,heavy_snow
-15.6,-19,75,0,0,0,0.07,7.1,14,294,296,14.8,985,3,2,0,0,-1.1,0.6,5.1,12.5,0.364,0.373,0.382,0.359,10/12/16 14:15,43.5811229,-90.8231247,10/12/16 14:00,washington,northeast mountains,0,heavy_snow
-11.8,-16.5,68,0,0,0,0.07,8.7,15.4,287,291,15.1,990.2,24,13,22,0,-1,0.6,5.3,12.7,0.364,0.372,0.381,0.352,10/12/16 13:45,43.3662526,-90.4557081,10/12/16 13:00,massachusetts,northwest middlesex county,0,heavy_snow
-14.6,-18.2,74,0,0,0,0.06,9.7,15.5,274,282,16.2,995.9,3,2,0,0,-2.6,0.6,5.3,12.8,0.364,0.372,0.38,0.356,10/12/16 14:55,43.9416755,-90.6397264,10/12/16 14:00,nevada,ruby mountains/e humboldt range,0,heavy_snow
-12.6,-16,75,0,0,0,0.07,8.1,13.2,291,292,18.4,994,44,19,41,0,-4.1,-0.2,4.9,12.9,0.364,0.372,0.38,0.358,10/12/16 11:15,43.2271639,-90.8938474,10/12/16 11:00,washington,northeast mountains,0,heavy_snow
-5.6,-12.3,59,0,0,0,0.02,7.4,15.9,231,242,12.2,1007.6,100,91,99,97,-0.8,1,6.1,13.2,0.355,0.363,0.35,0.338,11/12/16 2:00,43.3326882,-84.0468403,11/12/16 2:00,colorado,debeque to silt corridor,0,heavy_snow
-8.5,-11.2,81,0,0,0,0.1,19.6,32.2,263,264,40.3,950.8,100,100,27,22,-2.2,0.2,3.3,9.5,0.242,0.251,0.252,0.277,08/12/16 6:00,46.0382686,-89.4734462,08/12/16 6:00,idaho,northern panhandle,0,heavy_snow
-5.4,-7.6,84,0,0,0,0.31,15.3,30.7,150,158,22.7,966.2,100,0,96,100,0.5,0.9,3.3,10.1,0.354,0.36,0.365,0.321,27/12/16 3:00,47.7782038,-117.5240583,27/12/16 3:00,west virginia,mcdowell,1,heavy_snow
-11.2,-15.9,68,0,0,0.07,0.09,10.2,15.1,222,220,24.5,998.3,100,9,99,88,-1.8,-0.2,4.4,12.4,0.456,0.46,0.478,0.467,16/12/16 15:00,44.521282,-87.6301086,16/12/16 15:00,texas,grayson,0,heavy_snow
-11.5,-15.6,72,0,0,0.07,0.08,14.8,19.9,231,229,34.6,998.3,99,20,96,81,-5.2,-1.1,4.1,12.3,0.453,0.457,0.479,0.469,16/12/16 15:00,44.7615925,-87.5329747,16/12/16 15:00,virginia,powhatan,1,heavy_snow
-13.3,-16.5,77,0.1,0,0.07,0.09,9.5,14.1,189,193,17.6,990.9,100,35,100,89,-2.6,-0.3,4,12,0.455,0.459,0.462,0.441,16/12/16 15:00,44.41603,-88.4602005,16/12/16 15:00,new hampshire,northern coos,0,heavy_snow
-12.9,-16.8,73,0.1,0,0.07,0.08,9.5,14.5,209,210,20.9,1000.8,100,19,99,87,-5.4,-1.6,3.8,12.5,0.457,0.461,0.47,0.451,16/12/16 15:00,44.4383498,-88.0167093,16/12/16 15:00,massachusetts,southern plymouth,0,heavy_snow
-13,-15.9,79,0.1,0,0.07,0.11,11.6,19.1,175,181,19.4,994.6,100,61,100,94,-1.2,-0.1,3.7,11.9,0.339,0.344,0.36,0.34,16/12/16 15:00,44.0697014,-88.6516527,16/12/16 15:00,new hampshire,northern carroll,0,heavy_snow
-5.4,-7.6,84,0,0,0,0.31,15.3,30.7,150,158,22.7,966.2,100,0,96,100,0.5,0.9,3.3,10.1,0.354,0.36,0.365,0.321,27/12/16 3:00,47.7782038,-117.5240583,27/12/16 3:00,west virginia,mcdowell,1,heavy_snow
-5.4,-7.6,84,0,0,0,0.31,15.3,30.7,150,158,22.7,966.2,100,0,96,100,0.5,0.9,3.3,10.1,0.354,0.36,0.365,0.321,27/12/16 3:00,47.7782038,-117.5240583,27/12/16 3:00,west virginia,mcdowell,1,heavy_snow
-13.3,-17,74,0.1,0,0.07,0.09,10.1,18.6,186,189,20.2,987.6,100,38,100,94,-7.4,-5,2.3,11.4,0.364,0.366,0.36,0.35,16/12/16 15:00,44.0751086,-88.2144321,16/12/16 15:00,idaho,central panhandle mountains,0,heavy_snow
-5.5,-12.1,60,0,0,0,0.03,16.4,24.5,255,256,27.4,999.7,94,5,39,92,-0.8,0.9,5.9,12.7,0.348,0.356,0.324,0.339,11/12/16 2:00,43.4150687,-82.8234745,11/12/16 2:00,missouri,bollinger,0,heavy_snow
-4.5,-10.1,65,0,0,0,0.03,9.5,18.1,245,249,16.2,1004.3,98,9,94,96,-0.7,1.1,6.4,13.4,0.37,0.38,0.379,0.351,11/12/16 2:00,42.9426715,-82.6283554,11/12/16 2:00,massachusetts,eastern norfolk,0,heavy_snow
-4.4,-9.3,69,0,0,0,0.04,10.6,18.2,242,245,19.1,1006.8,99,23,99,96,-0.6,1.1,6.4,13.5,0.37,0.381,0.385,0.361,11/12/16 2:00,42.6741189,-82.902901,11/12/16 2:00,massachusetts,western norfolk,0,heavy_snow
-12.8,-14.3,89,0,0,0,0.38,7.4,13.8,151,141,21.2,854.6,100,26,98,100,0.8,1.5,3.5,9,0.314,0.314,0.277,0.324,14/12/16 15:00,45.5582608,-117.1990173,14/12/16 15:00,new mexico,roosevelt county,0,heavy_snow
2.7,2.1,96,0.5,0.5,0,0.12,18.8,30.1,173,172,46.4,998.6,42,19,29,19,0.6,1.1,4.7,10.9,0.427,0.412,0.381,0.427,11/12/16 16:00,48.734141,-122.4874638,11/12/16 16:00,michigan,lake,1,heavy_snow
2.4,-3.3,66,0,0,0,0.12,2.9,4,187,190,13.7,874.8,100,0,98,100,0.4,1.2,3.9,11.4,0.378,0.378,0.304,0.314,13/12/16 20:00,42.2233076,-121.7806658,13/12/16 20:00,california,southern humboldt interior,0,heavy_snow
-5.1,-10.3,67,0,0,0,0.03,6.1,13.6,225,233,13,1000.4,100,96,100,98,-0.9,0.9,6,13.2,0.368,0.377,0.391,0.373,11/12/16 2:00,42.9429488,-84.1458259,11/12/16 2:00,new york,northern queens,0,heavy_snow
-5.2,-10.8,65,0,0,0,0.03,5.9,15.5,232,239,14.4,1000.2,99,88,99,96,-1.1,0.8,5.9,13.1,0.366,0.375,0.378,0.351,11/12/16 2:00,43.0220032,-83.7274305,11/12/16 2:00,colorado,northwestern san juan mountains,0,heavy_snow
-5.5,-11.1,64,0,0,0,0.04,8.2,16.5,241,247,16.6,997.3,98,45,98,96,-1,0.8,5.9,13,0.369,0.378,0.388,0.366,11/12/16 2:00,43.0904764,-83.2333705,11/12/16 2:00,west virginia,wood,1,heavy_snow
-4.6,-7.3,81,0,0,0.07,0.52,8.5,19.7,144,159,21.6,942,100,1,99,100,5.2,5.5,6.4,9.6,0.348,0.354,0.378,0.357,27/12/16 4:00,47.4959734,-116.5818957,27/12/16 4:00,new york,northwest suffolk,0,heavy_snow
-11.2,-14.8,75,0,0,0.07,0.08,13.7,19.1,215,212,27,992.6,100,17,100,94,-4.8,-1.5,3.6,11.6,0.45,0.454,0.468,0.454,16/12/16 15:00,44.0998341,-87.827992,16/12/16 15:00,tennessee,johnson,0,heavy_snow
-6.6,-8.4,87,0,0,0,0.21,14.4,30.2,143,147,22,941.6,99,0,99,0,2.6,3.6,5.8,11.6,0.3,0.294,0.271,0.278,05/12/16 13:00,47.5664224,-99.6508819,05/12/16 13:00,washington,cascades of pierce and lewis counties,0,heavy_snow
-7.1,-8.3,91,0,0,0,0.1,15.9,30.8,123,127,22.7,947.7,11,0,10,0,-1.2,0.8,4.3,11.3,0.247,0.247,0.195,0.192,05/12/16 13:00,47.4642277,-98.8815333,05/12/16 13:00,kentucky,leslie,0,heavy_snow
-5.7,-10.6,68,0,0,0,0.23,2.8,5.4,50,70,11.9,935.3,100,3,36,100,3,4,6.9,13.8,0.351,0.352,0.317,0.34,14/12/16 3:30,44.5926406,-119.6220447,14/12/16 3:00,new mexico,san juan mountains,0,heavy_snow
5.5,1.2,74,0,0,0,,17,22.1,69,68,27.4,1014.4,98,1,3,98,9,9.4,10.4,11.8,0.132,0.136,0.136,0.142,14/12/16 2:15,44.6034631,-124.0461002,14/12/16 2:00,georgia,lincoln,0,heavy_snow
4,1.9,86,0,0,0,0.03,9.3,13.7,152,157,37.8,753.9,85,76,59,5,3.1,2.3,6.1,14.4,0.269,0.168,0.14,0.137,23/12/16 22:00,36.2122484,-115.6544045,23/12/16 22:00,minnesota,south clearwater,0,heavy_snow
-3.7,-8.2,71,0.3,0,0.21,0.4,21,35.9,193,196,52.2,940.2,100,93,99,96,4.3,4.6,6.2,10.2,0.356,0.362,0.384,0.355,19/12/16 18:00,47.4959734,-116.5818957,19/12/16 18:00,new york,northwest suffolk,0,heavy_snow
-3.7,-8.2,71,0.3,0,0.21,0.4,21,35.9,193,196,52.2,940.2,100,93,99,96,4.3,4.6,6.2,10.2,0.356,0.362,0.384,0.355,19/12/16 18:00,47.4959734,-116.5818957,19/12/16 18:00,new york,northwest suffolk,0,heavy_snow
-8.2,-14,63,0,0,0,0.2,4.4,8.6,125,158,9.7,1015.5,100,0,97,100,0.9,2,4.8,9.9,0.239,0.247,0.251,0.216,12/12/16 2:00,45.1819994,-69.2292116,12/12/16 2:00,indiana,rush,0,heavy_snow
-11.7,-13.9,84,0,0,0,0.13,12.5,21.5,41,50,19.8,954.7,97,25,80,93,-2.7,-2.1,1.9,12.9,0.283,0.263,0.177,0.232,16/12/16 10:00,45.0743643,-99.1739778,16/12/16 10:00,kentucky,cumberland,0,heavy_snow
-11.9,-14,84,0,0,0,0.18,14.1,22.9,58,66,22.7,938.8,96,39,84,66,-0.8,0.4,4.6,13.3,0.232,0.217,0.179,0.223,16/12/16 9:00,45.0764805,-99.9607952,16/12/16 9:00,north dakota,pierce,0,heavy_snow
-11.3,-12.9,88,1.3,0,0.91,0.48,13.5,27.5,134,134,36.4,858.7,100,75,98,100,0.4,1,3.4,9.7,0.309,0.309,0.279,0.316,23/12/16 18:00,44.7259637,-117.6204818,23/12/16 18:00,idaho,big and little wood river region,0,heavy_snow
0.5,-1.9,84,0.1,0.1,0,0.11,8.7,12.6,85,117,24.1,878.8,71,7,42,57,-0.1,0.5,4.9,14.5,0.289,0.243,0.211,0.219,24/12/16 1:00,43.1023481,-117.6916892,24/12/16 1:00,north carolina,cherokee,0,heavy_snow
-15.5,-18.5,78,0.1,0,0.07,0.11,8.3,15.2,180,187,15.8,971.3,100,75,100,76,-2,-0.7,2.8,10.2,0.355,0.36,0.388,0.386,16/12/16 15:00,44.8914036,-89.7748098,16/12/16 15:00,new mexico,south central mountains,0,heavy_snow
-4.6,-7.3,81,0,0,0.07,0.52,8.5,19.7,144,159,21.6,942,100,1,99,100,5.2,5.5,6.4,9.6,0.348,0.354,0.378,0.357,27/12/16 4:00,47.4959734,-116.5818957,27/12/16 4:00,new york,northwest suffolk,0,heavy_snow
-4.6,-7.3,81,0,0,0.07,0.52,8.5,19.7,144,159,21.6,942,100,1,99,100,5.2,5.5,6.4,9.6,0.348,0.354,0.378,0.357,27/12/16 4:00,47.4959734,-116.5818957,27/12/16 4:00,new york,northwest suffolk,0,heavy_snow
-13.6,-16.4,79,0.2,0,0.14,0.12,9.8,16.2,174,176,17.6,984.9,100,68,100,94,-2,-0.9,2.6,10.7,0.23,0.235,0.26,0.251,16/12/16 15:00,44.1103406,-89.2347222,16/12/16 15:00,california,north central & southeast siskiyou county,0,heavy_snow
